class,A.bes(H),A.bes(T),A.bes,A.bic(H),A.bic(T),A.bic,A.fuj(H),A.fuj(T),A.fuj,B.xyl(H),B.xyl(T),B.xyl,C.ele(H),C.ele(T),C.ele,M.ent(H),M.ent(T),M.ent,M.gra(H),M.gra(T),M.gra,M.inc(H),M.inc(T),M.inc,P.cof(H),P.cof(T),P.cof,P.vul(H),P.vul(T),P.vul,P.spe(H),P.spe(T),P.spe
B.xyl(T),0.0,0.019668631508676433,5.859451294938737e-05,6.286145335680161e-05,0.03516244777858757,0.0,9.792401096748923e-05,0.012521790475471303,2.5637081474644928e-05,0.0,0.9302509708025495,0.0,0.002513787532727982,0.01853808092223895,6.382978723404255e-05,7.909953093978153e-06,0.01631591823463364,0.0,5.821230025904474e-05,0.0016391216635630046,0.0,1.710454296661193e-05,0.006351262456476758,0.0,0.0003579673300020456,0.011529816444913134,8.854062908116963e-05,7.667770825665561e-06,0.025949357200110656,0.0,7.185284537267674e-05,0.006671236002353399,2.8713354581215722e-05
B.xyl,0.0,0.0006013524293410895,0.14527112232030265,0.0,3.0458089668615983e-05,0.02559203791888851,0.0,0.0,0.04394539409677512,0.0,0.0005325758920646192,0.9918341020618774,2.1605738484141386e-05,9.025547893527048e-05,0.18361029492910047,0.0,2.908667830133799e-05,0.0,0.0,0.0007750496031746032,0.0020796197266785507,0.0,0.00010396361273554256,0.000823221000438893,0.0,7.886746322804525e-05,0.029933446747523643,0.0,7.822430820377434e-05,0.10166461573242727,0.0,0.0,0.004428407413482042
C.ele(H),0.009908360149048955,0.0003418421805345295,5.511014272979515e-05,0.0012501801306523254,0.0001261140070623844,0.0,0.0017349771411365419,0.00043360433604336043,0.0,0.009955357895436485,0.012544870859908798,0.0,0.9479250548855472,0.0009489222118088098,0.0003913761742982498,0.0016875874936494307,0.0,0.0,0.000157013192505989,0.00016005121638924455,0.0,7.274843590862796e-05,5.438625115570784e-05,0.0,0.0002181679347677875,0.007367618784910149,0.0,0.001061865712777857,0.011221932381975346,6.073858114674441e-05,1.8890022290226302e-05,0.001399652978600347,0.00011160402890544348
C.ele(T),0.0,0.05664910706296021,0.0001942921796278628,0.0,0.02559684925914156,4.436163605713779e-05,0.0,0.001277445109780439,3.8800294882241104e-05,0.0,0.014108582102701479,1.2004225487371556e-05,0.0017309764986016849,0.9292788030434556,0.0007737704918032787,0.0,0.011032330417673208,0.0,0.0,0.01427859174694027,0.00029809220985691577,0.0,0.003551116659730892,0.00011805251668187135,0.0,0.0003324590890620959,3.0212393123659322e-05,0.0,0.00021136754588692863,0.00011322463768115941,0.0,1.587679606255458e-05,0.0001160227404571296
C.ele,0.0,0.0025868610453218055,0.05078042447845907,0.0,0.006338520119154912,0.01899455611160246,0.0,4.210526315789474e-05,0.004556332064137141,0.0,0.001826416846458663,0.08624848591816155,0.00026241938002241215,0.0040746106483158274,0.9237135657239917,0.0,0.006201844848255225,0.0014431309698341313,0.0,0.0010335917312661498,0.0038296568627450983,0.0,0.00037792894935752074,0.0007040497358363635,0.0,9.83767830791933e-05,0.009014923683983867,0.0,0.0003084634663582032,0.06142979398255943,0.0,0.0,0.00032108260438565777
M.ent(H),0.05295256670057713,0.0001450233777684963,2.9725190612784807e-05,0.10517723615553741,0.00014674232048522793,0.0,0.008300657196720632,5.524861878453039e-05,0.00010632642211589581,0.04004720605391904,0.0019946716729014533,0.0,0.018623675259979752,0.0001521491061240015,0.0002702702702702703,0.8179954827030811,0.0012414076125987483,3.598805196674704e-05,0.09671066607312637,0.00014933258494512843,0.0,0.13058120253052996,0.0012151258870418977,2.1312872975277067e-05,0.0012810931995302656,0.0012146158777286682,0.0,0.012808428980094934,0.0015626444752658343,1.9078144078144078e-05,0.009736459289320215,0.013570632044410289,0.00045992871104978727
M.ent(T),0.0,0.0014448766725088703,0.0,0.0,0.0631181184084662,0.0,0.0,3.0395136778115502e-05,7.130124777183601e-05,0.0,0.008595645990115431,0.0,0.0,0.014695326324555011,0.0020253164556962022,0.0,0.947518673431098,0.00018567076764670283,6.389368091495751e-05,0.044126164846213206,0.00026536930561698365,0.0,0.14362313132991036,3.137254901960784e-05,0.0,0.0015490974267059275,0.0,0.0,0.0073583524304662125,0.0,0.0,0.01290278198820045,0.0
M.ent,0.0,0.00043719185140271094,0.0007105992638806246,0.0,0.00012682308180088776,0.051474951406198136,0.0,0.00018518518518518518,0.0025448939265628736,0.0,0.0022517958071562073,0.0007488617301701414,3.0898529230008654e-05,0.0,0.010499999999999999,0.0,0.0329968406227399,1.0,0.0,0.0009047289088294615,0.07138763285572956,0.0,0.0035148874364560635,0.19389019105836325,0.0,9.709916251972326e-05,0.0026803663167299535,0.0,0.0001261431725007884,0.010233758918031481,0.0,0.0,0.04546611168360577
M.gra(H),0.0521273811655487,0.00017692852087756547,0.0,0.025999214193344885,0.0,0.0,0.007720408962644986,0.00013812475334865472,0.0,0.030138528138528135,0.0019169165757906212,0.0,0.00026805627037227657,0.0,0.0,0.09615552725306699,0.0,0.0,0.8055775066057366,0.0003577630953420457,0.0,0.15853358361015307,0.0005661712668082094,2.5867866935692483e-05,0.012042711405935446,0.002144936417956182,3.5525240683505626e-05,0.0286651649626536,0.0001746918879330528,4.0064102564102564e-05,0.014744384343775825,0.0037900033353028694,3.237503237503238e-05
M.gra(T),0.0,0.008448566053925613,4.5855783560701593e-05,0.0,0.055525243581984504,0.0,0.0,2.688172043010753e-05,0.0,0.0,0.004909572465924085,2.0458265139116205e-05,0.0,0.019820311295642084,0.003900228428266156,0.0,0.10755216855241924,0.00032432432432432436,2.5821111340632097e-05,0.9249019284759098,0.0009474930911962103,0.0,0.10200199258981606,0.00016039135490597057,0.0021686685145262292,0.003127481522203897,0.0,0.0,0.006437557248918841,0.0,2.135930624973301e-05,0.00038249694002447977,6.0190201035271456e-05
M.gra,0.0,0.00019049304081151215,0.04904447060954623,0.0,0.008749404692950278,0.05132067296816216,0.0,4.081632653061225e-05,0.004292027417027417,0.0,0.0013895133776315077,0.02381210600813578,2.7808676307007788e-05,0.00030686612965093976,0.015,0.0,0.007781921781921783,0.015659530800502457,0.0,0.002145507718374449,0.9816342523437083,0.0,0.0037524357590692585,0.07100406600413059,0.0,0.00042558262261035366,0.01407028026746337,0.0,0.00045093795093795094,0.053796286719437585,0.0,0.0,0.030842923781290173
M.inc(H),0.010414130963972736,0.00016283076491340457,0.0,0.013677878771702314,0.0,0.0,0.003628435383042939,0.0009,0.0002942041776993233,0.0006900269541778977,0.0008659952530630573,1.707883590654461e-05,0.000105992085924251,0.0,1.4619883040935671e-05,0.16496401417660117,0.00041708375041708373,5.227664802132888e-05,0.1583267905850894,0.00011958438706242512,3.188267176789415e-05,0.713154144536669,0.005945071545963358,0.00010471478310950548,0.0010588235294117648,0.00010742292405199268,4.208754208754209e-05,0.010388067384495922,0.0003044696139325295,6.41025641025641e-05,0.022458748296635293,0.001604076485587736,0.0004919141609789091
M.inc(T),0.0,0.004456153648666821,9.781290347822685e-06,0.00015927194531440046,0.029616639523649815,0.0,0.0,0.0012885748165858456,3.0152268958239105e-05,0.0,0.009596258883296398,4.194279003439309e-05,4.159560750384759e-05,0.007358474057222854,0.0012259371833839919,0.0,0.16472732993718503,0.00011886826445806255,0.00010614709628721045,0.042859070811052426,2.4177365150745872e-05,0.0003002678389123098,0.7764484890800305,0.0002753261555997104,0.0,0.002150106071899547,0.000729841770304198,0.0,0.01457664056216694,4.0374677002583974e-05,1.2536984103104159e-05,0.02107679698166877,0.0004167616522876063
M.inc,0.0,0.0036864625290944824,0.003244535519125683,0.0,0.00814734192435236,0.03893587254478965,1.3190349939983907e-05,0.001464207303399026,0.014642958600152496,0.0,0.0015023237982438834,0.004316670983337651,0.000178359096313912,0.0007851797325481535,0.0052493438320209964,0.0,0.01536126290224651,0.058663648571425614,0.0,0.0016489352003792436,0.055844752485793785,1.9285659183830902e-05,0.006940615607095927,0.9383503388567056,0.0,0.0010680907877169557,0.005773632605650644,8.762194053390969e-05,0.0009686852730259233,0.003602506151210846,0.0,0.00042922937659779775,0.024581763243335414
P.cof(H),0.00014848361112142246,6.154035508784885e-05,0.0,0.002888272336088947,2.1676927078817306e-05,0.0,0.007888717733277319,0.00019417475728155338,0.0,0.009174833356424826,0.00849186154529666,0.0,0.00031234382808595704,1.4384349827387801e-05,0.0,6.700504212942025e-05,0.0,0.0,0.01971874894585498,0.002513680768963465,0.0,0.003107411811335712,0.00013717421124828533,0.0,0.872684244193755,0.007803139670081971,0.0,0.14195720820093577,0.00013540961408259986,3.006253006253006e-05,0.09737651694868317,0.002068663856459399,0.00025387154100025384
P.cof(T),7.727855829121652e-06,0.0,0.0,9.903245293482674e-06,0.00819036541630319,0.0,0.0002882882882882883,0.002873030446610087,0.0,0.000376741508347726,0.010329792725000678,0.0,0.0014906145219887727,1.7583963425356075e-05,0.0,1.1223344556677892e-05,0.0008364312267657993,0.0,0.0003692169988998079,0.001080024221505468,0.0,1.496647509578544e-05,0.00039261876717707107,0.0,0.0007212419376369553,0.7703127662532975,3.322700691121743e-05,0.004646616388825272,0.0949673457814603,0.0,0.0011388387994030076,0.07551742551262838,0.00013115614138632043
P.cof,0.0,1.2343850293783637e-05,0.0011751051791672712,0.0,0.0012792397660818713,0.008295625942684766,0.0,0.0,0.0007872027677409735,0.0,0.0011890780974750442,0.06576786203120724,0.00010707581836961704,8.826125330979698e-05,0.005958762886597939,0.0,8.369951872776731e-05,5.6541897546081646e-05,0.0,0.0005847953216374268,0.002265165994195512,0.0,0.00019984012789768185,0.0007392350728366848,0.0,0.005891123313575039,0.9343563698278297,0.0,0.002679324920917198,0.09359526830976952,0.0,0.0,0.07960515767723979
P.vul(H),0.005897190771817878,5.4543140594035406e-05,0.0,0.007555918229270061,0.0006772445820433437,0.0,0.02085885306714622,2.2396416573348266e-05,0.0,0.06574515836266417,0.00047066689828547455,0.0,0.0006334375866027951,0.0,0.0,0.016962835144653327,0.0004962779156327543,0.0,0.044829426892315144,0.0015836817433168631,0.0,0.006421619452155591,0.00020280376200978528,0.0,0.1009561452074504,0.020724456477741897,0.00015246385811182471,0.8506617669176983,0.006721062093762964,0.00027736686390532545,0.14941143808246565,0.005029355224190784,0.0004026258793611959
P.vul(T),0.0,0.0002246954001641652,2.579613315963937e-05,0.0,0.021866948341988324,0.0,0.0,0.0003285420944558522,0.0,8.008008008008007e-06,0.008268106075288691,0.0,0.005041839688394765,0.00025708776690709135,0.0,0.0,0.012952619511353777,0.0,0.00017420918170348934,0.0041916462136787755,0.0,8.396094137007463e-06,0.010319309427528274,4.759185227489053e-05,0.0,0.10319323543710711,0.0006114412894073911,0.0001101394697614349,0.7913198085072964,1.5927624872579e-05,0.0,0.05004750998819356,0.00030720990982304093
P.vul,0.0,1.3078905034070548e-05,0.053827020915771615,0.0,7.751337105650724e-05,0.051085630763345095,0.0,0.0,0.008286910235313628,0.0,9.856856538929107e-05,0.191127301737333,5.7567209717345005e-05,9.494422027059102e-05,0.14807437187654432,0.0,0.0001636661211129296,0.029189862964228725,0.0,0.00021514629948364892,0.13042292122825136,0.0,0.0,0.021983182324738303,0.0,0.00021392376291898973,0.09046534217506914,0.0,0.0002578357908307147,0.9078572044011808,0.0,0.0,0.06389155782458951
P.spe(H),0.002699550271211474,1.0981770261366133e-05,0.0,0.002393225331369661,1.6697835960459523e-05,0.0,0.020014977193818503,2.554278416347382e-05,3.950851408478527e-05,0.003697528699428663,4.028278515176539e-05,0.0,0.0,0.0,0.0,0.025200458190148916,0.0012016021361815755,0.0,0.026622731908083352,0.00033875338753387534,0.0,0.041439425519830424,0.0008948791000073052,0.0,0.13853222986655134,0.0007656133377902531,3.855347366797749e-05,0.2063468240079139,0.00035325702981489333,4.200268817204301e-05,0.7461420778019009,0.003976608187134504,6.93000693000693e-05
P.spe(T),4.109814236396515e-05,0.00018950360583249988,5.858985926715805e-06,0.00026952361700694025,0.01457622570629049,0.0,7.431813114672876e-05,0.004652923728794073,4.577497024626934e-05,0.00047794406651549505,0.00328797689898994,0.0,0.0006079470842857837,2.5464731347084288e-05,0.0,4.178287528856299e-05,0.028574817543488874,0.0,0.000498062226649442,0.000250160102465578,0.0,0.0010951217304733462,0.017310619720612236,0.0,0.0009282273159655098,0.06083862306537924,3.709061236601016e-05,0.0014820919402836403,0.0711233537507423,7.177720356014929e-05,0.0005255867428934372,0.7113452549873992,0.0024384781869374763
P.spe,0.0,4.735888425214145e-05,0.0030952760131306794,0.0,0.0008244716650962444,0.042173187486400504,0.0,0.00010899182561307902,0.01094550367099796,0.0,0.0004732859853815199,0.016747406537482874,5.7375638303976134e-05,1.738223535546671e-05,0.0010062893081761006,0.0,0.0024167024167024167,0.05977814329142339,0.0,0.0005317338778288242,0.12987009764316326,6.624929610122891e-05,0.004175024870753624,0.07028107080904271,1.3338668800853674e-05,0.0009921485528104751,0.09834517675951732,2.5352398336882668e-05,0.0025466120964074577,0.0922086697763479,7.182360123536594e-05,0.0013443570612354642,0.7776016974914033
